SK_ID_CURR,Âge (ans),Sexe,Statut familial,Nbre enfants,Niveau éducation,Type revenu,Ancienneté emploi,Revenus ($)
396638,34,Féminin,Married,0,Higher education,Commercial associate,5,112500.0
396640,46,Féminin,Separated,2,Secondary / secondary special,Working,1,90000.0
396646,24,Masculin,Single / not married,0,Incomplete higher,Working,1,189000.0
396648,59,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,103500.0
396653,53,Masculin,Married,0,Secondary / secondary special,Working,3,225000.0
396663,59,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,180000.0
396668,31,Féminin,Single / not married,2,Secondary / secondary special,Working,11,225000.0
396670,36,Masculin,Married,2,Secondary / secondary special,Working,5,180000.0
396678,27,Féminin,Married,2,Secondary / secondary special,Commercial associate,1,99000.0
396681,60,Féminin,Married,0,Secondary / secondary special,Pensioner,0,202500.0
396698,53,Féminin,Married,0,Secondary / secondary special,Working,6,67500.0
396699,40,Masculin,Married,0,Secondary / secondary special,Working,2,112500.0
396710,34,Masculin,Married,2,Secondary / secondary special,Working,4,202500.0
396713,52,Féminin,Married,0,Secondary / secondary special,Working,3,117000.0
396729,66,Féminin,Single / not married,0,Lower secondary,Pensioner,0,90000.0
396732,35,Masculin,Single / not married,0,Secondary / secondary special,Working,0,90000.0
396735,41,Féminin,Single / not married,0,Higher education,Commercial associate,3,540000.0
396752,29,Féminin,Separated,1,Secondary / secondary special,Working,4,99000.0
396754,33,Féminin,Married,2,Higher education,State servant,1,180000.0
396761,48,Féminin,Married,0,Higher education,Commercial associate,2,315000.0
396769,28,Masculin,Married,1,Secondary / secondary special,Working,1,90000.0
396777,45,Féminin,Married,0,Secondary / secondary special,Commercial associate,0,112500.0
396789,33,Féminin,Married,2,Secondary / secondary special,Working,14,99000.0
396790,53,Féminin,Single / not married,0,Secondary / secondary special,Working,13,112500.0
396792,28,Féminin,Married,1,Higher education,Commercial associate,1,202500.0
396824,35,Féminin,Married,1,Secondary / secondary special,Working,1,94500.0
396829,45,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,15,360000.0
396830,56,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,225000.0
396844,25,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,0,135000.0
396849,55,Féminin,Civil marriage,0,Secondary / secondary special,Pensioner,0,180000.0
396855,27,Féminin,Married,2,Incomplete higher,Working,6,112500.0
396864,29,Masculin,Single / not married,0,Secondary / secondary special,Working,1,270000.0
396865,50,Féminin,Married,0,Secondary / secondary special,Commercial associate,0,135000.0
396866,42,Féminin,Married,0,Secondary / secondary special,Commercial associate,10,112500.0
396883,34,Féminin,Civil marriage,1,Higher education,Working,7,110250.0
396889,33,Masculin,Single / not married,0,Secondary / secondary special,Working,5,234000.0
396893,47,Féminin,Married,0,Higher education,Working,7,270000.0
396900,52,Féminin,Married,0,Secondary / secondary special,Pensioner,0,315000.0
396904,42,Féminin,Married,1,Secondary / secondary special,Working,3,90000.0
396912,40,Masculin,Married,1,Secondary / secondary special,Commercial associate,11,180000.0
396916,57,Féminin,Married,0,Higher education,Pensioner,0,261000.0
396922,57,Féminin,Civil marriage,0,Secondary / secondary special,Pensioner,0,157500.0
396926,49,Féminin,Married,0,Secondary / secondary special,Working,11,225000.0
396928,30,Masculin,Married,2,Higher education,Working,1,427500.0
396931,33,Masculin,Married,2,Secondary / secondary special,Working,6,247500.0
396944,68,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,54000.0
396949,48,Féminin,Single / not married,0,Higher education,Working,15,90000.0
396952,29,Féminin,Married,0,Secondary / secondary special,Commercial associate,8,90000.0
396979,36,Masculin,Single / not married,1,Secondary / secondary special,Working,3,108000.0
396984,58,Féminin,Widow,0,Lower secondary,Working,9,139500.0
396986,63,Féminin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
396992,33,Féminin,Married,1,Higher education,Commercial associate,9,180000.0
396995,41,Masculin,Married,0,Secondary / secondary special,Working,4,135000.0
397014,40,Masculin,Single / not married,0,Secondary / secondary special,Commercial associate,6,157500.0
397025,61,Féminin,Married,0,Higher education,Pensioner,0,90000.0
397046,33,Masculin,Married,0,Secondary / secondary special,Working,1,157500.0
397047,28,Féminin,Civil marriage,0,Higher education,State servant,1,270000.0
397051,61,Masculin,Married,0,Higher education,Pensioner,0,265500.0
397052,26,Féminin,Married,0,Higher education,Working,4,202500.0
397058,38,Féminin,Married,0,Secondary / secondary special,Working,5,112500.0
397071,58,Féminin,Single / not married,0,Secondary / secondary special,Pensioner,0,94500.0
397081,47,Féminin,Separated,0,Secondary / secondary special,Working,0,247500.0
397084,60,Féminin,Married,0,Secondary / secondary special,Pensioner,0,54000.0
397086,42,Masculin,Married,1,Secondary / secondary special,Commercial associate,0,112500.0
397088,66,Féminin,Single / not married,0,Secondary / secondary special,Pensioner,0,166500.0
397090,41,Masculin,Married,1,Secondary / secondary special,Working,10,135000.0
397093,58,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,121500.0
397106,55,Féminin,Married,0,Secondary / secondary special,Working,20,67500.0
397109,22,Masculin,Single / not married,0,Secondary / secondary special,Commercial associate,2,67500.0
397110,28,Féminin,Married,0,Secondary / secondary special,Working,1,90000.0
397118,22,Féminin,Civil marriage,0,Secondary / secondary special,Commercial associate,1,112500.0
397119,62,Masculin,Widow,0,Secondary / secondary special,Pensioner,0,135000.0
397120,63,Féminin,Married,0,Secondary / secondary special,Pensioner,0,225000.0
397127,46,Féminin,Civil marriage,0,Secondary / secondary special,Working,3,171000.0
397128,37,Féminin,Separated,0,Secondary / secondary special,Working,14,202500.0
397129,46,Masculin,Single / not married,1,Secondary / secondary special,Commercial associate,9,135000.0
397132,67,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,58500.0
397138,51,Féminin,Single / not married,0,Secondary / secondary special,Working,2,112500.0
397139,47,Masculin,Married,0,Secondary / secondary special,Working,9,90000.0
397146,36,Masculin,Single / not married,0,Secondary / secondary special,Pensioner,0,135000.0
397148,46,Masculin,Civil marriage,0,Secondary / secondary special,Working,4,270000.0
397149,48,Féminin,Married,0,Secondary / secondary special,Working,0,112500.0
397166,47,Féminin,Married,0,Secondary / secondary special,Commercial associate,16,90000.0
397167,24,Féminin,Married,1,Higher education,Working,1,99000.0
397168,52,Masculin,Married,2,Secondary / secondary special,Working,11,90000.0
397171,42,Masculin,Married,0,Secondary / secondary special,Working,3,315000.0
397178,49,Féminin,Civil marriage,0,Secondary / secondary special,Commercial associate,4,157500.0
397185,61,Féminin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
397191,33,Féminin,Separated,0,Higher education,Commercial associate,1,270000.0
397195,40,Féminin,Single / not married,0,Secondary / secondary special,Working,11,112500.0
397197,33,Masculin,Single / not married,0,Secondary / secondary special,Working,6,135000.0
397198,41,Féminin,Married,0,Higher education,Working,5,180000.0
397211,29,Masculin,Married,0,Secondary / secondary special,Working,5,225000.0
397213,27,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,0,180000.0
397216,67,Féminin,Married,0,Secondary / secondary special,Pensioner,0,166500.0
397219,48,Masculin,Married,1,Secondary / secondary special,Commercial associate,3,270000.0
397226,46,Féminin,Married,0,Secondary / secondary special,Working,14,112500.0
397241,63,Féminin,Married,0,Secondary / secondary special,Pensioner,0,292500.0
397249,41,Féminin,Civil marriage,0,Secondary / secondary special,Working,3,180000.0
397261,26,Masculin,Married,1,Incomplete higher,Commercial associate,5,337500.0
397265,54,Féminin,Single / not married,0,Secondary / secondary special,Working,7,202500.0
397281,52,Féminin,Married,0,Secondary / secondary special,Commercial associate,8,72000.0
397304,44,Féminin,Separated,0,Secondary / secondary special,Commercial associate,1,225000.0
397306,41,Féminin,Married,0,Secondary / secondary special,Working,8,72000.0
397325,44,Masculin,Single / not married,1,Secondary / secondary special,Working,5,202500.0
397327,30,Féminin,Single / not married,0,Higher education,Commercial associate,0,90000.0
397345,33,Féminin,Married,2,Secondary / secondary special,Working,2,112500.0
397360,47,Féminin,Married,0,Secondary / secondary special,Pensioner,0,99000.0
397378,34,Masculin,Married,2,Secondary / secondary special,Commercial associate,3,157500.0
397383,45,Masculin,Married,0,Secondary / secondary special,Working,9,180000.0
397384,30,Masculin,Married,0,Secondary / secondary special,Commercial associate,5,225000.0
397399,31,Féminin,Single / not married,1,Secondary / secondary special,Commercial associate,8,180000.0
397415,59,Féminin,Separated,0,Secondary / secondary special,Working,8,180000.0
397433,52,Féminin,Married,0,Higher education,Commercial associate,13,382500.0
397444,48,Masculin,Married,1,Secondary / secondary special,Working,4,135000.0
397452,42,Masculin,Married,0,Higher education,State servant,1,225000.0
397458,50,Féminin,Married,0,Secondary / secondary special,Commercial associate,0,90000.0
397460,53,Féminin,Married,0,Higher education,Commercial associate,12,112500.0
397462,66,Féminin,Married,0,Secondary / secondary special,Pensioner,0,67500.0
397464,40,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,0,85500.0
397466,46,Féminin,Married,0,Secondary / secondary special,Commercial associate,5,121500.0
397472,32,Féminin,Married,1,Higher education,Working,4,144000.0
397474,60,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,243000.0
397476,41,Masculin,Civil marriage,1,Secondary / secondary special,Working,6,292500.0
397482,28,Masculin,Single / not married,0,Incomplete higher,Working,4,247500.0
397492,25,Masculin,Civil marriage,0,Secondary / secondary special,Working,3,112500.0
397494,30,Féminin,Married,2,Higher education,State servant,4,225000.0
397501,46,Féminin,Married,0,Secondary / secondary special,State servant,13,81000.0
397507,30,Féminin,Married,0,Secondary / secondary special,Working,5,117000.0
397512,41,Masculin,Married,0,Secondary / secondary special,Working,0,225000.0
397513,39,Féminin,Married,1,Secondary / secondary special,Commercial associate,3,234000.0
397517,40,Masculin,Married,2,Secondary / secondary special,Working,12,90000.0
397533,27,Féminin,Married,0,Secondary / secondary special,Working,4,112500.0
397549,25,Féminin,Married,2,Incomplete higher,Commercial associate,2,112500.0
397560,37,Féminin,Married,1,Higher education,Working,0,157500.0
397562,47,Féminin,Single / not married,0,Secondary / secondary special,Working,1,81000.0
397570,61,Féminin,Single / not married,0,Secondary / secondary special,Pensioner,0,74250.0
397575,36,Masculin,Married,1,Secondary / secondary special,Working,12,135000.0
397584,66,Féminin,Single / not married,0,Secondary / secondary special,Pensioner,0,112500.0
397585,57,Féminin,Married,0,Higher education,State servant,29,76500.0
397593,48,Féminin,Separated,0,Secondary / secondary special,Working,3,225000.0
397609,50,Masculin,Married,0,Secondary / secondary special,Commercial associate,8,315000.0
397615,47,Masculin,Married,1,Secondary / secondary special,Pensioner,0,247500.0
397630,30,Masculin,Single / not married,0,Secondary / secondary special,Working,0,90000.0
397631,25,Masculin,Married,0,Incomplete higher,Working,3,121500.0
397633,45,Masculin,Married,1,Secondary / secondary special,Working,4,126000.0
397641,30,Masculin,Married,2,Secondary / secondary special,Working,8,112500.0
397664,34,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,5,225000.0
397668,47,Féminin,Widow,0,Secondary / secondary special,Working,6,112500.0
397674,46,Féminin,Separated,0,Secondary / secondary special,Pensioner,0,67500.0
397679,37,Féminin,Married,2,Secondary / secondary special,Commercial associate,9,112500.0
397681,52,Féminin,Married,0,Secondary / secondary special,Working,2,135000.0
397694,60,Féminin,Single / not married,0,Secondary / secondary special,Pensioner,0,76500.0
397695,24,Masculin,Single / not married,0,Incomplete higher,Commercial associate,0,270000.0
397707,54,Féminin,Married,0,Higher education,Working,5,157500.0
397713,47,Féminin,Separated,0,Higher education,State servant,21,270000.0
397714,24,Féminin,Married,2,Secondary / secondary special,Commercial associate,0,180000.0
397715,50,Masculin,Single / not married,0,Secondary / secondary special,Commercial associate,2,270000.0
397724,66,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,90000.0
397726,22,Masculin,Single / not married,0,Secondary / secondary special,Working,1,112500.0
397729,66,Féminin,Widow,0,Higher education,Pensioner,0,90000.0
397739,63,Féminin,Married,0,Higher education,Pensioner,0,103500.0
397741,41,Féminin,Married,1,Higher education,Commercial associate,1,202500.0
